transliterated,reference,distance,address
māzdaiiasnōiš,māzdaiiasnōiš,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 14}, {'id': 'Y66.20ShnumanGen.f', 'index': 15}]"
zarazdātōiš,zrazdātōiš,1,"[{'id': 'Y66.20ShnumanGen.f', 'index': 16}]"
mąϑrahe,mąϑrahe,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 17}, {'id': 'Y66.20ShnumanGen.f', 'index': 18}]"
spəṇtahe,spəṇtahe,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 19}]"
ušidarəϑrəm,ušidarəϑrəm,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 20}]"
daēnaiiā̊,daēnaiiā̊,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 21}]"
māzdaiiasnōiš,māzdaiiasnōiš,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 22}]"
vī,vī,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 23}]"
daēm,gaēm,1,"[{'id': 'Y66.20ShnumanGen.f', 'index': 24}]"
mąϑrahe,mąϑrahe,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 25}]"
spəṇtahe,spəṇtahe,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 26}]"
āsnahe,āsnahe,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 27}, {'id': 'Y66.20ShnumanGen.f', 'index': 28}]"
xraϑβō,xraϑβō,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 29}]"
mazdaδātahe,mazdaδātahe,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 30}, {'id': 'Y66.20ShnumanGen.f', 'index': 31}]"
gaōšōsrītahe,gaōšōsrūtahe,1,"[{'id': 'Y66.20ShnumanGen.f', 'index': 32}]"
xraϑβō,xraϑβō,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 33}, {'id': 'Y66.20ShnumanGen.f', 'index': 34}]"
mazdaδātahe,mazdaδātahe,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 35}]"
āϑrō,āϑrō,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 36}, {'id': 'Y66.20ShnumanGen.g', 'index': 0}]"
ahurahe,ahurahe,0,"[{'id': 'Y66.20ShnumanGen.g', 'index': 1}, {'id': 'Y66.20ShnumanGen.g', 'index': 2}]"
mazdā̊,mazdā̊,0,"[{'id': 'Y66.20ShnumanGen.g', 'index': 3}]"
puϑra,puϑra,0,"[{'id': 'Y66.20ShnumanGen.g', 'index': 4}]"
tauua,tauua,0,"[{'id': 'Y66.20ShnumanGen.g', 'index': 5}]"
ātarš,ātarš,0,"[{'id': 'Y66.20ShnumanGen.g', 'index': 6}, {'id': 'Y66.20ShnumanGen.g', 'index': 7}]"
puϑra,puϑra,0,"[{'id': 'Y66.20ShnumanGen.g', 'index': 8}]"
ahurahe,ahurahe,0,"[{'id': 'Y66.20ShnumanGen.g', 'index': 9}]"
mazdā̊,mazdā̊,0,"[{'id': 'Y66.20ShnumanGen.g', 'index': 10}]"
mat̰,mat̰,0,"[{'id': 'Y66.20ShnumanGen.g', 'index': 11}]"
vīspaēibiiō,vīspaēibiiō,0,"[{'id': 'Y66.20ShnumanGen.g', 'index': 12}]"
ātərəbiiō,ātərəbiiō,0,"[{'id': 'Y66.20ShnumanGen.g', 'index': 13}]"
garōiš,garōiš,0,"[{'id': 'Y66.20ShnumanGen.h', 'index': 0}, {'id': 'Y66.20ShnumanGen.h', 'index': 1}, {'id': 'Y66.20ShnumanGen.h', 'index': 2}]"
ušidarənahe,ušidarənahe,0,"[{'id': 'Y66.20ShnumanGen.h', 'index': 3}]"
mazdaδātahe,mazdaδātahe,0,"[{'id': 'Y66.20ShnumanGen.h', 'index': 4}, {'id': 'Y66.20ShnumanGen.h', 'index': 5}, {'id': 'Y66.20ShnumanGen.h', 'index': 6}]"
aṣ̌axᵛāϑrahe,aṣ̌axᵛāϑrahe,0,"[{'id': 'Y66.20ShnumanGen.h', 'index': 7}]"
vīspaēšąm,vīspaēšąm,0,"[{'id': 'Y66.20ShnumanGen.i', 'index': 0}, {'id': 'Y66.20ShnumanGen.i', 'index': 1}]"
yazatanąm,yazatanąm,0,"[{'id': 'Y66.20ShnumanGen.i', 'index': 2}]"
aṣ̌aōnąm,aṣ̌aōnąm,0,"[{'id': 'Y66.20ShnumanGen.i', 'index': 3}, {'id': 'Y66.20ShnumanGen.i', 'index': 4}]"
maińiiauuanąm,maińiiauuanąm,0,"[{'id': 'Y66.20ShnumanGen.i', 'index': 5}]"
gaēϑiianąm,gaēϑiianąm,0,"[{'id': 'Y66.20ShnumanGen.i', 'index': 6}]"
aṣ̌aōnąm,aṣ̌aōnąm,0,"[{'id': 'Y66.20ShnumanGen.i', 'index': 7}, {'id': 'Y66.20ShnumanGen.j', 'index': 0}, {'id': 'Y66.20ShnumanGen.j', 'index': 1}]"
frauuašanąm,frauuaṣ̌inąm,2,"[{'id': 'Y66.20ShnumanGen.j', 'index': 2}]"
uγranąm,uγranąm,0,"[{'id': 'Y66.20ShnumanGen.j', 'index': 3}]"
aiβiϑīranąm,aiβiϑūranąm,1,"[{'id': 'Y66.20ShnumanGen.j', 'index': 4}]"
paōiriiōt̰kaēšanąm,paōiriiōt̰kaēšanąm,0,"[{'id': 'Y66.20ShnumanGen.j', 'index': 5}, {'id': 'Y66.20ShnumanGen.j', 'index': 6}]"
frauuašanąm,frauuaṣ̌inąm,2,"[{'id': 'Y66.20ShnumanGen.j', 'index': 7}]"
nabānazdištanąm,nabānazdištanąm,0,"[{'id': 'Y66.20ShnumanGen.j', 'index': 8}, {'id': 'Y66.20ShnumanGen.j', 'index': 9}]"
frauuašanąm,frauuaṣ̌inąm,2,"[{'id': 'Y66.20ShnumanGen.j', 'index': 10}]"
aōxtōnāmanō,aōxtōnāmanō,0,"[{'id': 'Y66.20ShnumanGen.j', 'index': 11}, {'id': 'Y66.20ShnumanGen.j', 'index': 12}, {'id': 'Y66.20ShnumanGen.j', 'index': 13}]"
yazatahe,yazatahe,0,"[{'id': 'Y66.20ShnumanGen.j', 'index': 14}]"
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y66.21a', 'index': 0}]"
daδąmi,daδąmi,0,"[{'id': 'Y66.21a', 'index': 1}, {'id': 'Y66.21a', 'index': 2}]"
auuaŋ́hā̊,auuaŋ́hā̊,0,"[{'id': 'Y66.21a', 'index': 3}]"
frauuašaiiō,frauuašaiiō,0,"[{'id': 'Y66.21a', 'index': 4}]"
yā̊,yā̊,0,"[{'id': 'Y66.21a', 'index': 5}, {'id': 'Y66.21a', 'index': 6}]"
paōiriia,paōiriia,0,"[{'id': 'Y66.21a', 'index': 7}]"
ā̊ŋharə,ā̊ŋharə,0,"[{'id': 'Y66.21a', 'index': 8}]"
nmānanąmca,nmānanąmca,0,"[{'id': 'Y66.21a', 'index': 9}, {'id': 'Y66.21a', 'index': 10}]"
vīspąmca,vīspąmca,0,"[{'id': 'Y66.21a', 'index': 11}]"
zaṇtunąmca,zaṇtuməmca,2,"[{'id': 'Y66.21a', 'index': 12}]"
dax́iiunąmca,dax́iiunąmca,0,"[{'id': 'Y66.21a', 'index': 13}, {'id': 'Y66.21a', 'index': 14}]"
yā̊,yā̊,0,"[{'id': 'Y66.21a', 'index': 15}, {'id': 'Y66.21b', 'index': 0}]"
asmanəm,asmanəm,0,"[{'id': 'Y66.21b', 'index': 1}]"
vīδāraiiən,vīδāraiiən,0,"[{'id': 'Y66.21b', 'index': 2}, {'id': 'Y66.21b', 'index': 3}]"
yā̊,yā̊,0,"[{'id': 'Y66.21b', 'index': 4}]"
āpəm,āpəm,0,"[{'id': 'Y66.21b', 'index': 5}]"
vīδaraiiən,vīδaraiiən,0,"[{'id': 'Y66.21b', 'index': 6}]"
yā̊,yā̊,0,"[{'id': 'Y66.21b', 'index': 7}]"
ząm,ząm,0,"[{'id': 'Y66.21b', 'index': 8}]"
vīδāraiiən,vīδāraiiən,0,"[{'id': 'Y66.21b', 'index': 9}]"
yā̊,yā̊,0,"[{'id': 'Y66.21b', 'index': 10}]"
gąm,gąm,0,"[{'id': 'Y66.21b', 'index': 11}]"
vīδāraiiən,vīδāraiiən,0,"[{'id': 'Y66.21b', 'index': 12}]"
yā̊,yā̊,0,"[{'id': 'Y66.21b', 'index': 13}]"
bərəϑrəšuua,barəϑrišuua,2,"[{'id': 'Y66.21b', 'index': 14}]"
puϑre,puϑrō,1,"[{'id': 'Y66.21b', 'index': 15}, {'id': 'Y66.21b', 'index': 16}]"
vīδāraiiən,vīδāraiiən,0,"[{'id': 'Y66.21b', 'index': 17}]"
paitə̄vərətə̄,paitivərətə̄,2,"[{'id': 'Y66.21b', 'index': 18}]"
aparaərətaṇtō,,1000,"[{'id': 'Y66.21b', 'index': 19}]"
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y66.21b', 'index': 20}, {'id': 'Y66.22a', 'index': 0}]"
daδąmi,daδąmi,0,"[{'id': 'Y66.22a', 'index': 1}, {'id': 'Y66.22a', 'index': 2}]"
āfrauuaše,frauuaṣ̌e,2,"[{'id': 'Y66.22a', 'index': 3}]"
ahurahe,ahurahe,0,"[{'id': 'Y66.22a', 'index': 4}]"
mazdā̊,mazdā̊,0,"[{'id': 'Y66.22a', 'index': 5}, {'id': 'Y66.22a', 'index': 6}]"
aməṣ̌anąm,aməṣ̌anąm,0,"[{'id': 'Y66.22a', 'index': 7}]"
spəṇtanąm,spəṇtanąm,2,"[{'id': 'Y66.22a', 'index': 8}]"
mat̰,mat̰,0,"[{'id': 'Y66.22a', 'index': 9}, {'id': 'Y66.22a', 'index': 10}]"
vīspābiiō,vīspābiiō,0,"[{'id': 'Y66.22a', 'index': 11}]"
aṣ̌aōnibiiō,aṣ̌aōnibiiō,0,"[{'id': 'Y66.22a', 'index': 12}]"
frauuašibiiō,frauuaṣ̌ibiiō,1,"[{'id': 'Y66.22a', 'index': 13}, {'id': 'Y66.22a', 'index': 14}]"
yā̊,yā̊,0,"[{'id': 'Y66.22a', 'index': 15}]"
maińiiauuanąm,maińiiauuanąm,0,"[{'id': 'Y66.22a', 'index': 16}]"
yazatanąm,yazatanąm,0,"[{'id': 'Y66.22a', 'index': 17}, {'id': 'Y66.22a', 'index': 18}]"
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y66.22a', 'index': 19}, {'id': 'Y66.22b', 'index': 0}]"
daδąm,daδąmi,1,"[{'id': 'Y66.22b', 'index': 1}]"
āfrauuašə̄e,frauuaṣ̌ə̄e,2,"[{'id': 'Y66.22b', 'index': 2}, {'id': 'Y66.22b', 'index': 3}]"
gaiiehe,gaiiehe,0,"[{'id': 'Y66.22b', 'index': 4}]"
marəϑnō,marəϑnō,0,"[{'id': 'Y66.22b', 'index': 5}]"
zaraϑuštrahe,zaraϑuštrahe,0,"[{'id': 'Y66.22b', 'index': 6}, {'id': 'Y66.22b', 'index': 7}]"
spəṇtāmahe,spitāmahe,3,"[{'id': 'Y66.22b', 'index': 8}]"
kauuōiš,kauuōiš,0,"[{'id': 'Y66.22b', 'index': 9}, {'id': 'Y66.22b', 'index': 10}]"
vīštāspahe,vīštāspahe,0,"[{'id': 'Y66.22b', 'index': 11}]"
isat̰uuāstrahe,isat̰vāstrahe,2,"[{'id': 'Y66.22b', 'index': 12}, {'id': 'Y66.22b', 'index': 13}]"
zaraϑuštrōiš,zaraϑuštrōiš,0,"[{'id': 'Y66.22b', 'index': 14}]"
mat̰,mat̰,0,"[{'id': 'Y66.22b', 'index': 15}]"
vīspābiiō,vīspābiiō,0,"[{'id': 'Y66.22b', 'index': 16}, {'id': 'Y66.22b', 'index': 17}]"
aṣ̌aōnibiiō,aṣ̌aōnibiiō,0,"[{'id': 'Y66.22b', 'index': 18}]"
frauuašebiiō,frauuaṣ̌aiiō,2,"[{'id': 'Y66.22b', 'index': 19}, {'id': 'Y66.22b', 'index': 20}]"
yā̊,yā̊,0,"[{'id': 'Y66.22b', 'index': 21}]"
paōiriianąm,paōiriianąm,0,"[{'id': 'Y66.22b', 'index': 22}]"
t̰kaēšanąm,t̰kaēšanąm,0,"[{'id': 'Y66.22b', 'index': 23}, {'id': 'Y66.22b', 'index': 24}]"
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y66.22b', 'index': 25}, {'id': 'Y67.23a', 'index': 0}]"
daδąmi,daδąmi,0,"[{'id': 'Y67.23a', 'index': 1}]"
vīspaiia,†vīspaiia,1,"[{'id': 'Y67.23a', 'index': 2}, {'id': 'Y67.23a', 'index': 3}]"
aṣ̌auuane,aṣ̌auuane,0,"[{'id': 'Y67.23a', 'index': 4}]"
frauuaṣ̌ə̄e,frauuaṣ̌ə̄e,0,"[{'id': 'Y67.23a', 'index': 5}]"
kə,kū,1,"[{'id': 'Y67.23a', 'index': 6}]"
asti,asti,0,"[{'id': 'Y67.23a', 'index': 7}]"
kauuacit̰,kuuacit̰,1,"[{'id': 'Y67.23a', 'index': 8}]"
aŋ́hā̊,aŋ́hā̊,0,"[{'id': 'Y67.23a', 'index': 9}]"
zəmō,zəmō,0,"[{'id': 'Y67.23a', 'index': 10}]"
parairisti,parairista,1,"[{'id': 'Y67.23a', 'index': 11}, {'id': 'Y67.23a', 'index': 12}]"
dahmi,dasme,2,"[{'id': 'Y67.23a', 'index': 13}]"
nāirike,nāirike,0,"[{'id': 'Y67.23a', 'index': 14}]"
apərənāiiīke,apərənāiiūke,1,"[{'id': 'Y67.23a', 'index': 15}, {'id': 'Y67.23a', 'index': 16}]"
kainike,kainike,0,"[{'id': 'Y67.23a', 'index': 17}]"
vāstriiāuuarəze,vāstriiāuuarəzi,1,"[{'id': 'Y67.23a', 'index': 18}, {'id': 'Y67.23a', 'index': 19}]"
upašaēiti,upāzaiti,3,"[{'id': 'Y67.23a', 'index': 20}]"
haca,haca,0,"[{'id': 'Y67.23a', 'index': 21}]"
ah,ahū,1,"[{'id': 'Y67.23a', 'index': 22}]"
māt̰,pāt̰,1,"[{'id': 'Y67.23a', 'index': 23}]"
nəmānāt̰,nmānāt̰,1,"[{'id': 'Y67.23a', 'index': 24}]"
iziiaṇti,iziieiṇti,3,"[{'id': 'Y67.23a', 'index': 25}]"
yā̊,yā̊,0,"[{'id': 'Y67.23a', 'index': 26}]"
paitišmarəṇtiyā̊,,1000,"[{'id': 'Y67.23a', 'index': 27}]"
aiβi,aipi,1,"[{'id': 'Y67.23a', 'index': 28}]"
nāsəṇti,,1000,"[{'id': 'Y67.23a', 'index': 29}]"
vaŋhīš,vaŋhuš,1,"[{'id': 'Y67.23a', 'index': 30}]"
yasnąscavahmąsca,,1000,"[{'id': 'Y67.23a', 'index': 31}]"
aṣ̌ai,aṣ̌āi,1,"[{'id': 'Y67.23a', 'index': 32}, {'id': 'Y66.24a', 'index': 0}]"
daδąmi,daδąmi,0,"[{'id': 'Y66.24a', 'index': 1}]"
aṣ̌aōnąm,aṣ̌aōnąm,0,"[{'id': 'Y66.24a', 'index': 2}, {'id': 'Y66.24a', 'index': 3}]"
frauuašanąm,frauuaṣ̌inąm,2,"[{'id': 'Y66.24a', 'index': 4}]"
uγranąm,uγranąm,0,"[{'id': 'Y66.24a', 'index': 5}]"
aiβiϑīranąm,aiβiϑūranąm,1,"[{'id': 'Y66.24a', 'index': 6}, {'id': 'Y66.24a', 'index': 7}]"
paōiriiōt̰kaēšanąm,paōiriiōt̰kaēšanąm,0,"[{'id': 'Y66.24a', 'index': 8}]"
fra,frā,1,"[{'id': 'Y66.24a', 'index': 9}]"
uuašanąm,paϑanąm,3,"[{'id': 'Y66.24a', 'index': 10}]"
nabānazdištanąm,nabānazdištanąm,0,"[{'id': 'Y66.24a', 'index': 11}]"
frauuašanąm,frauuaṣ̌inąm,2,"[{'id': 'Y66.24a', 'index': 12}, {'id': 'Y66.24a', 'index': 13}]"
hauuahe,hauuahe,0,"[{'id': 'Y66.24a', 'index': 14}]"
urunō,urunō,0,"[{'id': 'Y66.24a', 'index': 15}]"
frauuašə̄e,frauuaṣ̌ə̄e,1,"[{'id': 'Y66.24a', 'index': 16}, {'id': 'Y66.24a', 'index': 17}]"
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y66.24a', 'index': 18}, {'id': 'Y66.25a', 'index': 0}]"
daδąmi,daδąmi,0,"[{'id': 'Y66.25a', 'index': 1}]"
vīspaēibiiō,vīspaēibiiō,0,"[{'id': 'Y66.25a', 'index': 2}, {'id': 'Y66.25a', 'index': 3}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y66.25a', 'index': 4}]"
ratubiiō,ratubiiō,0,"[{'id': 'Y66.25a', 'index': 5}]"
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y66.25a', 'index': 6}, {'id': 'Y66.25b', 'index': 0}]"
daδąmi,daδąmi,0,"[{'id': 'Y66.25b', 'index': 1}]"
vīspaēibiiō,vīspaēibiiō,0,"[{'id': 'Y66.25b', 'index': 2}]"
vaŋhuδābiiō,vaŋhuδā̊biiō,1,"[{'id': 'Y66.25b', 'index': 3}, {'id': 'Y66.25b', 'index': 4}]"
yazataēibiiō,yazataēibiiō,0,"[{'id': 'Y66.25b', 'index': 5}]"
maińiiōibiiascā,maińiiaōibiiascā,3,"[{'id': 'Y66.25b', 'index': 6}]"
gaēϑiiaēibiiascā,gaēϑiiaēibiiascā,0,"[{'id': 'Y66.25b', 'index': 7}]"
yōi,yōi,0,"[{'id': 'Y66.25b', 'index': 8}]"
həṇti,həṇti,2,"[{'id': 'Y66.25b', 'index': 9}]"
yesńiiāica,yesńiiāca,3,"[{'id': 'Y66.25b', 'index': 10}]"
vaɱiiāica,vaɱiiāca,1,"[{'id': 'Y66.25b', 'index': 11}]"
aṣ̌āt̰,aṣ̌āt̰,0,"[{'id': 'Y66.25b', 'index': 12}, {'id': 'Y66.25b', 'index': 13}]"
haca,haca,0,"[{'id': 'Y66.25b', 'index': 14}]"
yat̰,yat̰,0,"[{'id': 'Y66.25b', 'index': 15}]"
vahištāt̰,vahištāt̰,0,"[{'id': 'Y66.25b', 'index': 16}]"
aṣ̌,aṣ̌a,1,"[{'id': 'Y66.25b', 'index': 17}, {'id': 'Y67.1a', 'index': 0}]"
aiianō,aiiara,2,"[{'id': 'Y67.1a', 'index': 1}]"
paitijamiiāt̰,paitījamiiāt̰,1,"[{'id': 'Y67.1a', 'index': 2}]"
apō,apō,0,"[{'id': 'Y67.1a', 'index': 3}, {'id': 'Y67.2a', 'index': 0}]"
at̰,at̰,0,"[{'id': 'Y67.2a', 'index': 1}]"
maēkaiṇtīšcā,maēkaiṇtīšcā,2,"[{'id': 'Y67.2a', 'index': 2}]"
hēbauua,āϑrauua,3,"[{'id': 'Y67.2a', 'index': 3}]"
ṇtīšcā,azīšcā,3,"[{'id': 'Y67.2a', 'index': 4}]"
frauuazaŋhō,frauuazaŋhō,0,"[{'id': 'Y67.2a', 'index': 5}]"
ahurānīš,ahurānīš,0,"[{'id': 'Y67.2a', 'index': 6}, {'id': 'Y67.2b', 'index': 0}, {'id': 'Y67.2b', 'index': 1}]"
ahurah,ahurahe,1,"[{'id': 'Y67.2b', 'index': 2}]"
hauuapaŋhā̊,hauuapaŋhā̊,0,"[{'id': 'Y67.2b', 'index': 3}]"
hupərəϑβā̊sca,hupərəϑβā̊scā,1,"[{'id': 'Y67.2b', 'index': 4}]"
vā̊,vā̊,0,"[{'id': 'Y67.2b', 'index': 5}]"
huuōγžaϑā̊scā,huuōγžaϑā̊scā,0,"[{'id': 'Y67.2b', 'index': 6}, {'id': 'Y67.2c', 'index': 0}, {'id': 'Y67.2c', 'index': 1}]"
hīšnāϑrā̊scā,hūšnāϑrā̊scā,1,"[{'id': 'Y67.2c', 'index': 2}]"
ubōibiiā,ubōibiiā,0,"[{'id': 'Y67.2c', 'index': 3}, {'id': 'Y67.2c', 'index': 4}]"
ahubiiā,ahubiiā,0,"[{'id': 'Y67.2c', 'index': 5}]"
cagəmā,cagəmā,0,"[{'id': 'Y67.2c', 'index': 6}]"
uitī,uitī,0,"[{'id': 'Y67.2c', 'index': 7}, {'id': 'Y67.3a', 'index': 0}]"
yā,yā,0,"[{'id': 'Y67.3a', 'index': 1}]"
və̄,və̄,0,"[{'id': 'Y67.3a', 'index': 2}]"
vaŋhə̄uš,vaŋhə̄uš,0,"[{'id': 'Y67.3a', 'index': 3}]"
ahurō,ahurō,0,"[{'id': 'Y67.3a', 'index': 4}]"
mazdā̊,mazdā̊,0,"[{'id': 'Y67.3a', 'index': 5}, {'id': 'Y67.3a', 'index': 6}]"
nāmąm,dāmąm,1,"[{'id': 'Y67.3a', 'index': 7}]"
dadāt̰,dadāt̰,0,"[{'id': 'Y67.3a', 'index': 8}]"
vaŋhudā̊,vaŋhudā̊,0,"[{'id': 'Y67.3a', 'index': 9}, {'id': 'Y67.3b', 'index': 0}]"
hiiat̰,hiiat̰,0,"[{'id': 'Y67.3b', 'index': 1}, {'id': 'Y67.3b', 'index': 2}]"
vā̊,vā̊,0,"[{'id': 'Y67.3b', 'index': 3}]"
dadāt̰,dadāt̰,0,"[{'id': 'Y67.3b', 'index': 4}]"
tāiš,tāiš,0,"[{'id': 'Y67.3b', 'index': 5}]"
vā̊,vā̊,0,"[{'id': 'Y67.3b', 'index': 6}]"
tāiš,tāiš,0,"[{'id': 'Y67.3b', 'index': 7}, {'id': 'Y67.3c', 'index': 0}]"
fraiiąnmahī,friiąnmahī,1,"[{'id': 'Y67.3c', 'index': 1}]"
tāiš,tāiš,0,"[{'id': 'Y67.3c', 'index': 2}]"
nəmax́iiāmahī,nəmax́iiāmahī,0,"[{'id': 'Y67.3c', 'index': 3}]"
tāiš,tāiš,0,"[{'id': 'Y67.3c', 'index': 4}]"
išīidiiāmahī,išūidiiāmahī,1,"[{'id': 'Y67.3c', 'index': 5}, {'id': 'Y67.3c', 'index': 6}]"
apascā,apascā,0,"[{'id': 'Y67.3c', 'index': 7}, {'id': 'Y67.4a', 'index': 0}]"
vā̊,vā̊,0,"[{'id': 'Y67.4a', 'index': 1}]"
azīšcā,azīšcā,0,"[{'id': 'Y67.4a', 'index': 2}, {'id': 'Y67.4a', 'index': 3}]"
vā̊,vā̊,0,"[{'id': 'Y67.4a', 'index': 4}]"
mātərąšcā,mātərąšcā,0,"[{'id': 'Y67.4a', 'index': 5}]"
vā̊,vā̊,0,"[{'id': 'Y67.4a', 'index': 6}]"
agənaiiā̊,agəniiā̊,1,"[{'id': 'Y67.4a', 'index': 7}, {'id': 'Y67.4a', 'index': 8}]"
drəgudāiiaŋhō,drigudāiiaŋhō,1,"[{'id': 'Y67.4a', 'index': 9}]"
vīspōpaitīš,vīspōpaitīš,0,"[{'id': 'Y67.4a', 'index': 10}, {'id': 'Y67.4b', 'index': 0}, {'id': 'Y67.4b', 'index': 1}]"
auuaōcāmā,āuuaōcāmā,1,"[{'id': 'Y67.4b', 'index': 2}]"
vahištā̊,vahištā̊,0,"[{'id': 'Y67.4b', 'index': 3}, {'id': 'Y67.4b', 'index': 4}]"
sraēštā̊,sraēštā̊,0,"[{'id': 'Y67.4b', 'index': 5}]"
auuā̊,auuā̊,0,"[{'id': 'Y67.4b', 'index': 6}]"
və̄,və̄,0,"[{'id': 'Y67.4b', 'index': 7}]"
vaŋhī,vaŋᵛhī,1,"[{'id': 'Y67.4b', 'index': 8}]"
šrātōiš,rātōiš,1,"[{'id': 'Y67.4b', 'index': 9}, {'id': 'Y67.4b', 'index': 10}]"
darəgōbāzuš,darəgōbāzāuš,1,"[{'id': 'Y67.4b', 'index': 11}, {'id': 'Y67.4c', 'index': 0}]"
nāšī,nāšū,1,"[{'id': 'Y67.4c', 'index': 1}, {'id': 'Y67.4cM1', 'index': 0}]"
paitī,paitī,0,"[{'id': 'Y67.4cM1', 'index': 1}]"
viiādā̊,viiādā̊,0,"[{'id': 'Y67.4cM1', 'index': 2}, {'id': 'Y67.4cM2', 'index': 0}]"
paitī,paitī,0,"[{'id': 'Y67.4cM2', 'index': 1}, {'id': 'Y67.4cM3', 'index': 0}, {'id': 'Y67.4cM3', 'index': 1}]"
,ā,1,"[{'id': 'Y67.4cM3', 'index': 2}]"
sə̄ṇdā̊,spəṇtā̊,3,"[{'id': 'Y67.4cM4', 'index': 0}]"
mātarō,mātarō,0,"[{'id': 'Y67.4cM4', 'index': 1}, {'id': 'Y67.4cF', 'index': 0}, {'id': 'Y67.4cF', 'index': 1}]"
jītaiiō,jītaiiō,0,"[{'id': 'Y67.4cF', 'index': 2}]"
yeŋ́hē,yeŋ́hē,0,"[{'id': 'Y67.4cF', 'index': 3}, {'id': 'Y67.5YeH', 'index': 0}]"
hhātąm,hātąm,1,"[{'id': 'Y67.5YeH', 'index': 1}, {'id': 'Y67.5YeH', 'index': 2}]"
aētat̰,aētat̰,0,"[{'id': 'Y67.5YeH', 'index': 3}, {'id': 'Y68.1a', 'index': 0}]"
tyat̰,yat̰,1,"[{'id': 'Y68.1a', 'index': 1}, {'id': 'Y68.1b', 'index': 0}]"
ϑβā,ϑβā,0,"[{'id': 'Y68.1b', 'index': 1}]"
diduuīšma,diduuīšma,0,"[{'id': 'Y68.1b', 'index': 2}, {'id': 'Y68.1b', 'index': 3}]"
aēša,aēša,0,"[{'id': 'Y68.1b', 'index': 4}]"
zaōϑra,zaōϑra,0,"[{'id': 'Y68.1b', 'index': 5}]"
paitijamiiāt̰,paitījamiiāt̰,1,"[{'id': 'Y68.1b', 'index': 6}, {'id': 'Y68.1b', 'index': 7}]"
tauua,tauua,0,"[{'id': 'Y68.1b', 'index': 8}, {'id': 'Y68.1c', 'index': 0}]"
ahurāne,ahurāne,0,"[{'id': 'Y68.1c', 'index': 1}]"
ahurahe,ahurahe,0,"[{'id': 'Y68.1c', 'index': 2}]"
haōmauuaiti,haōmauuaiti,0,"[{'id': 'Y68.1c', 'index': 3}]"
gaōmauuaiti,gaōmauuaiti,0,"[{'id': 'Y68.1c', 'index': 4}]"
haδānaēpatauuaiti,haδānaēpatauuaiti,0,"[{'id': 'Y68.1c', 'index': 5}, {'id': 'Y68.1c', 'index': 6}]"
,ā,1,"[{'id': 'Y68.1c', 'index': 7}]"
xšuuīδīca,xšuuīδa,2,"[{'id': 'Y68.2a', 'index': 0}]"
xšuuīδca,xšuuīδa,1,"[{'id': 'Y68.2a', 'index': 1}]"
xšuuīδīca,xšuuīδa,2,"[{'id': 'Y68.2a', 'index': 2}]"
xšuuīδca,xšuuīδa,1,"[{'id': 'Y68.2a', 'index': 3}]"
āzaētaiiaēca,āzūtaiiaēca,2,"[{'id': 'Y68.2a', 'index': 4}]"
māuuōiiaca,māuuaiiaca,1,"[{'id': 'Y68.2a', 'index': 5}]"
zaōϑre,zaōϑre,0,"[{'id': 'Y68.2a', 'index': 6}, {'id': 'Y68.2a', 'index': 7}]"
paitijamiiā̊,paitijamiiā̊,0,"[{'id': 'Y68.2a', 'index': 8}]"
dasuuarə,dasuuarə,0,"[{'id': 'Y68.2a', 'index': 9}, {'id': 'Y68.2b', 'index': 0}]"
baēšazāica,baēšazāica,0,"[{'id': 'Y68.2b', 'index': 1}, {'id': 'Y68.2b', 'index': 2}]"
fradaϑe,fradaϑa,1,"[{'id': 'Y68.2b', 'index': 3}]"
varədaϑāica,varədaϑāica,0,"[{'id': 'Y68.2b', 'index': 4}]"
hauuaŋhe,hauuaŋᵛhe,1,"[{'id': 'Y68.2b', 'index': 5}]"
aṣ̌auuastāica,aṣ̌auuastāica,0,"[{'id': 'Y68.2b', 'index': 6}]"
haōsarauuaŋhe,haōsrauuaŋhe,1,"[{'id': 'Y68.2b', 'index': 7}, {'id': 'Y68.2b', 'index': 8}]"
huruniiāca,huruniiāica,1,"[{'id': 'Y68.2b', 'index': 9}]"
